Ensembl Gene ID	Ensembl Transcript ID	Affy zebrafish	HGNC symbol
ENSDARG00000004574	ENSDART00000145254	Dr.14846.1.S1_at	
ENSDARG00000068784	ENSDART00000099601	Dr.5356.1.A1_at	C13H10orf54
ENSDARG00000027899	ENSDART00000038038	Dr.7768.1.A1_at	
ENSDARG00000027899	ENSDART00000038038	Dr.1315.1.S1_at	
ENSDARG00000034577	ENSDART00000058667		
ENSDARG00000034577	ENSDART00000133279		
ENSDARG00000076215	ENSDART00000124315		
ENSDARG00000076215	ENSDART00000113785		
ENSDARG00000003900	ENSDART00000016263		
ENSDARG00000060877	ENSDART00000086227		
ENSDARG00000060877	ENSDART00000142872		
ENSDARG00000042291	ENSDART00000148732	Dr.145.1.S1_at	
ENSDARG00000042291	ENSDART00000149799	Dr.145.1.S1_at	
ENSDARG00000042291	ENSDART00000102778	Dr.145.1.S1_at	
ENSDARG00000003961	ENSDART00000022949	Dr.15150.1.A1_at	
ENSDARG00000006729	ENSDART00000099628	Dr.4265.1.A1_at	
ENSDARG00000006729	ENSDART00000130021	Dr.4265.1.A1_at	
ENSDARG00000069242	ENSDART00000122797	Dr.3085.2.S1_at	
ENSDARG00000069242	ENSDART00000122797	Dr.3085.1.A1_at	
ENSDARG00000069242	ENSDART00000100592	Dr.3085.2.S1_at	
ENSDARG00000069242	ENSDART00000100592	Dr.3085.1.A1_at	
ENSDARG00000055606	ENSDART00000139303		
ENSDARG00000055606	ENSDART00000105122	Dr.15974.1.A1_at	
ENSDARG00000055606	ENSDART00000122921	Dr.15974.1.A1_at	
ENSDARG00000095132	ENSDART00000137499		
ENSDARG00000038801	ENSDART00000056666	Dr.1761.1.A1_at	
ENSDARG00000038801	ENSDART00000146624	Dr.1761.1.A1_at	
ENSDARG00000038801	ENSDART00000111099	Dr.1761.1.A1_at	
ENSDARG00000094717	ENSDART00000141506	Dr.7110.1.S1_at	
ENSDARG00000091327	ENSDART00000130981		
ENSDARG00000088157	ENSDART00000126850	Dr.3588.1.A1_at	SMOC2 (1 of 2)
ENSDARG00000076486	ENSDART00000082647		
ENSDARG00000087932	ENSDART00000098374	Dr.2365.1.A1_at	
ENSDARG00000056986	ENSDART00000084321	Dr.6948.1.A1_at	
ENSDARG00000087597	ENSDART00000133329		
ENSDARG00000087597	ENSDART00000123408		
ENSDARG00000093784	ENSDART00000144852		
ENSDARG00000060397	ENSDART00000085051	Dr.6382.1.A1_at	
ENSDARG00000060397	ENSDART00000131284		
ENSDARG00000060149	ENSDART00000145705	Dr.26033.1.A1_at	
ENSDARG00000060149	ENSDART00000084416		
ENSDARG00000055505	ENSDART00000105088	Dr.10074.1.S1_at	
ENSDARG00000073665	ENSDART00000132486		
ENSDARG00000073665	ENSDART00000108954		
ENSDARG00000073665	ENSDART00000141685		
ENSDARG00000090769	ENSDART00000128051		
ENSDARG00000091994	ENSDART00000142333		
ENSDARG00000088861	ENSDART00000126791		
ENSDARG00000001818	ENSDART00000108737		C3 (8 of 9)
ENSDARG00000001818	ENSDART00000110577		C3 (8 of 9)
ENSDARG00000001818	ENSDART00000111875		C3 (8 of 9)
ENSDARG00000068148	ENSDART00000098360	Dr.3839.1.A1_at	
ENSDARG00000091524	ENSDART00000124353	Dr.6117.1.S1_at	
ENSDARG00000094222	ENSDART00000142159		
ENSDARG00000090033	ENSDART00000125751		
ENSDARG00000009582	ENSDART00000042812		
ENSDARG00000087168	ENSDART00000130293		
ENSDARG00000087699	ENSDART00000124892		BSPRY (5 of 9)
ENSDARG00000021305	ENSDART00000110307		
ENSDARG00000021305	ENSDART00000050474		
ENSDARG00000093713	ENSDART00000145958	Dr.6117.1.S1_at	
ENSDARG00000004150	ENSDART00000085472	Dr.22770.1.A1_at	GRM2 (1 of 2)
ENSDARG00000053574	ENSDART00000125089	Dr.12989.1.A1_at	
ENSDARG00000053574	ENSDART00000064969	Dr.12989.1.A1_at	
ENSDARG00000053574	ENSDART00000075601		
ENSDARG00000053574	ENSDART00000128777		
ENSDARG00000087387	ENSDART00000122780	Dr.1511.1.A1_at	
ENSDARG00000087387	ENSDART00000121819		
ENSDARG00000078328	ENSDART00000082165	Dr.18740.1.S1_at	
ENSDARG00000078328	ENSDART00000133643		
ENSDARG00000078328	ENSDART00000109110	Dr.18740.1.S1_at	
ENSDARG00000075372	ENSDART00000113966		
ENSDARG00000076542	ENSDART00000113473		
ENSDARG00000076542	ENSDART00000128542		
ENSDARG00000076542	ENSDART00000132087		
ENSDARG00000075205	ENSDART00000064332		
ENSDARG00000054350	ENSDART00000053440	Dr.2365.1.A1_at	
ENSDARG00000091073	ENSDART00000147915		FAM150B (2 of 2)
ENSDARG00000091073	ENSDART00000122387		FAM150B (2 of 2)
ENSDARG00000093601	ENSDART00000145036		
ENSDARG00000093601	ENSDART00000144219		
ENSDARG00000036704	ENSDART00000053310	Dr.14256.1.S1_at	TMEM18
ENSDARG00000042296	ENSDART00000113388	Dr.429.1.S1_at	
ENSDARG00000042296	ENSDART00000062026	Dr.429.1.S1_at	
ENSDARG00000095468	ENSDART00000139195		NLRX1 (26 of 41)
ENSDARG00000029764	ENSDART00000131731	Dr.267.1.S1_at	
ENSDARG00000029764	ENSDART00000131731	Dr.3182.1.A1_at	
ENSDARG00000029764	ENSDART00000131309	Dr.267.1.S1_at	
ENSDARG00000029764	ENSDART00000131309	Dr.3182.1.A1_at	
ENSDARG00000029764	ENSDART00000097433	Dr.267.1.S1_at	
ENSDARG00000029764	ENSDART00000097433	Dr.3182.1.A1_at	
ENSDARG00000029764	ENSDART00000099134	Dr.267.1.S1_at	
ENSDARG00000029764	ENSDART00000099134	Dr.3182.1.A1_at	
ENSDARG00000029764	ENSDART00000039551	Dr.267.1.S1_at	
ENSDARG00000029764	ENSDART00000039551	Dr.3182.1.A1_at	
ENSDARG00000029764	ENSDART00000027392	Dr.267.1.S1_at	
ENSDARG00000029764	ENSDART00000134219		
ENSDARG00000029764	ENSDART00000134953		
ENSDARG00000029764	ENSDART00000138962		
ENSDARG00000092270	ENSDART00000144806		
ENSDARG00000092270	ENSDART00000131228		
ENSDARG00000092270	ENSDART00000135952		
ENSDARG00000033916	ENSDART00000045850		
ENSDARG00000033916	ENSDART00000144521		
ENSDARG00000017525	ENSDART00000005158	Dr.18505.1.S1_at	CCNT1
ENSDARG00000017525	ENSDART00000132609		CCNT1
ENSDARG00000093481	ENSDART00000138935	Dr.7110.1.S1_at	
ENSDARG00000060168	ENSDART00000127930		
ENSDARG00000060168	ENSDART00000084474		
ENSDARG00000091342	ENSDART00000124333		ADCY5
ENSDARG00000078410	ENSDART00000114745		
ENSDARG00000093674	ENSDART00000138205		
ENSDARG00000094121	ENSDART00000132088		
ENSDARG00000094121	ENSDART00000142764		
ENSDARG00000032431	ENSDART00000146544		
ENSDARG00000032431	ENSDART00000044665		
ENSDARG00000038802	ENSDART00000056667		
ENSDARG00000038802	ENSDART00000133381		
ENSDARG00000027887	ENSDART00000042588	Dr.3023.1.S1_at	
ENSDARG00000027887	ENSDART00000074728	Dr.3023.1.S1_at	
ENSDARG00000027887	ENSDART00000132458		
ENSDARG00000027887	ENSDART00000074738	Dr.3023.1.S1_at	
ENSDARG00000027887	ENSDART00000141024		
ENSDARG00000027887	ENSDART00000140473	Dr.3023.1.S1_at	
ENSDARG00000035505	ENSDART00000133949	Dr.7707.1.S1_at	
ENSDARG00000035505	ENSDART00000051471	Dr.7707.1.S1_at	
ENSDARG00000035505	ENSDART00000051433	Dr.7707.1.S1_at	
ENSDARG00000014927	ENSDART00000123846	Dr.11277.1.A1_at	
ENSDARG00000014927	ENSDART00000123846	DrAffx.2.94.S1_at	
ENSDARG00000014927	ENSDART00000015095	Dr.11277.1.A1_at	
ENSDARG00000014927	ENSDART00000015095	DrAffx.2.94.S1_at	
ENSDARG00000091005	ENSDART00000147005		
ENSDARG00000091005	ENSDART00000123863		
ENSDARG00000033760	ENSDART00000046268	Dr.11274.1.A1_at	
ENSDARG00000033760	ENSDART00000132320	Dr.11274.1.A1_at	
ENSDARG00000029907	ENSDART00000049430		
ENSDARG00000029907	ENSDART00000061394		
ENSDARG00000029907	ENSDART00000140275		
ENSDARG00000060861	ENSDART00000086197		
ENSDARG00000060861	ENSDART00000137170		
ENSDARG00000092794	ENSDART00000139754		
ENSDARG00000092794	ENSDART00000137650		
ENSDARG00000014806	ENSDART00000133998	Dr.12800.1.S1_at	
ENSDARG00000014806	ENSDART00000015532	Dr.12800.1.S1_at	
ENSDARG00000014806	ENSDART00000134574		
ENSDARG00000014806	ENSDART00000141998		
ENSDARG00000061268	ENSDART00000087187	Dr.18175.2.S1_at	EIF2C2
ENSDARG00000024717	ENSDART00000131694	Dr.18416.1.A1_at	
ENSDARG00000024717	ENSDART00000030795	Dr.18416.1.A1_at	
ENSDARG00000042337	ENSDART00000062080		CHRAC1
ENSDARG00000074910	ENSDART00000115123		CRTC2 (2 of 2)
ENSDARG00000078557	ENSDART00000112364		
ENSDARG00000092505	ENSDART00000133634	Dr.21858.1.A1_at	
ENSDARG00000092330	ENSDART00000144144		
ENSDARG00000092330	ENSDART00000145500		
ENSDARG00000092330	ENSDART00000141479		
ENSDARG00000092330	ENSDART00000137305		
ENSDARG00000094648	ENSDART00000132118		VWCE
ENSDARG00000095356	ENSDART00000141376		
ENSDARG00000093068	ENSDART00000138595		C3 (9 of 9)
ENSDARG00000093523	ENSDART00000140409		
ENSDARG00000093523	ENSDART00000144407		
ENSDARG00000094834	ENSDART00000142991		
ENSDARG00000094834	ENSDART00000136426		
ENSDARG00000027199	ENSDART00000033566	Dr.8129.1.S1_at	
ENSDARG00000027199	ENSDART00000125043	Dr.8129.1.S1_at	
ENSDARG00000068325	ENSDART00000134986		
ENSDARG00000068325	ENSDART00000056670		
ENSDARG00000095621	ENSDART00000136620		
ENSDARG00000095621	ENSDART00000147160		
ENSDARG00000092675	ENSDART00000133346	Dr.7110.1.S1_at	
ENSDARG00000005318	ENSDART00000022574		
ENSDARG00000005318	ENSDART00000100574		
ENSDARG00000014302	ENSDART00000133224		
ENSDARG00000014302	ENSDART00000056671		
ENSDARG00000011825	ENSDART00000025366		
ENSDARG00000011825	ENSDART00000133256		
ENSDARG00000011825	ENSDART00000134016		
ENSDARG00000033953	ENSDART00000043259		
ENSDARG00000095694	ENSDART00000131961		
ENSDARG00000095010	ENSDART00000142551		
ENSDARG00000035785	ENSDART00000051931	DrAffx.1.30.S1_at	
ENSDARG00000035785	ENSDART00000134733	DrAffx.1.30.S1_at	
ENSDARG00000088241	ENSDART00000129493		
ENSDARG00000088241	ENSDART00000139914		
ENSDARG00000088241	ENSDART00000142050		
ENSDARG00000088241	ENSDART00000135732		
ENSDARG00000055216	ENSDART00000077539	Dr.11310.1.S1_at	
ENSDARG00000005834	ENSDART00000033362		GATAD2B
ENSDARG00000035506	ENSDART00000051434		
ENSDARG00000035506	ENSDART00000136446		
ENSDARG00000074376	ENSDART00000110092		MDGA1
ENSDARG00000052833	ENSDART00000074761	Dr.10432.1.S1_at	ZFAND3
ENSDARG00000052833	ENSDART00000141228		ZFAND3
ENSDARG00000041896	ENSDART00000136771	Dr.24816.1.S1_a_at	
ENSDARG00000041896	ENSDART00000061393	Dr.24816.1.S1_a_at	
ENSDARG00000036028	ENSDART00000052307		
ENSDARG00000001889	ENSDART00000009277	Dr.11310.3.S1_at	
ENSDARG00000001889	ENSDART00000009277	Dr.11310.3.S1_x_at	
ENSDARG00000061231	ENSDART00000087096		
ENSDARG00000061231	ENSDART00000126228		
ENSDARG00000040111	ENSDART00000058666	Dr.16161.1.A1_at	
ENSDARG00000040111	ENSDART00000112165	Dr.16161.1.A1_at	
ENSDARG00000040111	ENSDART00000111796		
ENSDARG00000095153	ENSDART00000142373	Dr.2365.1.A1_at	
ENSDARG00000045367	ENSDART00000123518	Dr.11310.2.S1_x_at	
ENSDARG00000045367	ENSDART00000123518	Dr.11310.2.S1_at	
ENSDARG00000045367	ENSDART00000113297	Dr.11310.2.S1_x_at	
ENSDARG00000045367	ENSDART00000113297	Dr.11310.2.S1_at	
ENSDARG00000045367	ENSDART00000066715	Dr.11310.2.S1_x_at	
ENSDARG00000045367	ENSDART00000066715	Dr.11310.2.S1_at	
ENSDARG00000059874	ENSDART00000083659		ABCC1
ENSDARG00000086720	ENSDART00000124817		
ENSDARG00000086720	ENSDART00000121499		
ENSDARG00000092154	ENSDART00000147340		TEX264 (1 of 2)
ENSDARG00000060383	ENSDART00000085021	Dr.9506.1.A1_at	
ENSDARG00000060383	ENSDART00000132932		
ENSDARG00000060383	ENSDART00000140144		
ENSDARG00000060383	ENSDART00000148505		
ENSDARG00000025728	ENSDART00000034849		
ENSDARG00000025728	ENSDART00000121839		
ENSDARG00000068323	ENSDART00000098764		
ENSDARG00000068323	ENSDART00000077216	Dr.14729.1.S1_at	
ENSDARG00000068323	ENSDART00000077216	Dr.14729.3.S1_a_at	
ENSDARG00000068323	ENSDART00000077216	Dr.14729.2.A1_at	
ENSDARG00000068323	ENSDART00000145451	Dr.14729.1.S1_at	
ENSDARG00000068323	ENSDART00000145451	Dr.14729.3.S1_a_at	
ENSDARG00000068323	ENSDART00000145451	Dr.14729.2.A1_at	
ENSDARG00000068323	ENSDART00000134926	Dr.14729.1.S1_at	
ENSDARG00000068323	ENSDART00000134926	Dr.14729.3.S1_a_at	
ENSDARG00000068323	ENSDART00000134926	Dr.14729.2.A1_at	
ENSDARG00000068323	ENSDART00000141796	Dr.14729.1.S1_at	
ENSDARG00000068323	ENSDART00000141796	Dr.14729.3.S1_a_at	
ENSDARG00000068323	ENSDART00000141796	Dr.14729.2.A1_at	
ENSDARG00000068983	ENSDART00000074765	Dr.6817.2.A1_at	
ENSDARG00000068983	ENSDART00000074765	Dr.6817.1.A1_at	
ENSDARG00000068983	ENSDART00000099990	Dr.6817.2.A1_at	
ENSDARG00000068983	ENSDART00000099990	Dr.6817.1.A1_at	
ENSDARG00000068983	ENSDART00000141298		
ENSDARG00000017168	ENSDART00000027242	Dr.16669.1.S1_at	
ENSDARG00000051827	ENSDART00000073518		GRAMD2 (1 of 2)
ENSDARG00000006207	ENSDART00000015277	Dr.8000.1.S1_at	
ENSDARG00000092000	ENSDART00000143176		
ENSDARG00000041533	ENSDART00000060888	Dr.12018.1.A1_at	CCDC130
ENSDARG00000041533	ENSDART00000060888	Dr.18993.1.S1_at	CCDC130
ENSDARG00000041533	ENSDART00000060890	Dr.12018.1.A1_at	CCDC130
ENSDARG00000041533	ENSDART00000060890	Dr.18993.1.S1_at	CCDC130
ENSDARG00000041533	ENSDART00000142821	Dr.18993.1.S1_at	CCDC130
ENSDARG00000043246	ENSDART00000063488	Dr.23931.1.A1_at	
ENSDARG00000043246	ENSDART00000123308		
ENSDARG00000043246	ENSDART00000098338		
ENSDARG00000041895	ENSDART00000075262	Dr.2668.1.S1_at	
ENSDARG00000041895	ENSDART00000075262	Dr.2668.2.A1_at	
ENSDARG00000041895	ENSDART00000061365	Dr.2668.1.S1_at	
ENSDARG00000041895	ENSDART00000061365	Dr.2668.2.A1_at	
ENSDARG00000041895	ENSDART00000061361	Dr.2668.1.S1_at	
ENSDARG00000041895	ENSDART00000061361	Dr.2668.2.A1_at	
ENSDARG00000041895	ENSDART00000125333		
ENSDARG00000041895	ENSDART00000122056		
ENSDARG00000090358	ENSDART00000127226		
ENSDARG00000087645	ENSDART00000121915		
ENSDARG00000095585	ENSDART00000136144	Dr.17211.1.S1_at	
ENSDARG00000028625	ENSDART00000043429		
ENSDARG00000073675	ENSDART00000114208		
ENSDARG00000014770	ENSDART00000039868	Dr.17553.1.S1_at	
ENSDARG00000020607	ENSDART00000129302	Dr.17507.1.S1_at	
ENSDARG00000020607	ENSDART00000129302	Dr.9437.1.A1_at	
ENSDARG00000020607	ENSDART00000025441	Dr.17507.1.S1_at	
ENSDARG00000020607	ENSDART00000025441	Dr.9437.1.A1_at	
ENSDARG00000020607	ENSDART00000133647		
ENSDARG00000060871	ENSDART00000135680		
ENSDARG00000060871	ENSDART00000086220		
ENSDARG00000090452	ENSDART00000129731		
ENSDARG00000093041	ENSDART00000132409		
ENSDARG00000093615	ENSDART00000136946		
ENSDARG00000068978	ENSDART00000099984	Dr.10029.1.A1_at	
ENSDARG00000036031	ENSDART00000131143		
ENSDARG00000036031	ENSDART00000009134		
ENSDARG00000036031	ENSDART00000133450		
ENSDARG00000005010	ENSDART00000074773		
ENSDARG00000005010	ENSDART00000131673		
ENSDARG00000005033	ENSDART00000126674		
ENSDARG00000005033	ENSDART00000030273		
ENSDARG00000076020	ENSDART00000111730		
ENSDARG00000076020	ENSDART00000135892		
ENSDARG00000076020	ENSDART00000146942		
ENSDARG00000076020	ENSDART00000135251		
ENSDARG00000076020	ENSDART00000135536		
ENSDARG00000019426	ENSDART00000144275		TRIO (1 of 2)
ENSDARG00000019426	ENSDART00000087055		TRIO (1 of 2)
ENSDARG00000093344	ENSDART00000132945		
ENSDARG00000093656	ENSDART00000137275		ZNF8 (2 of 5)
ENSDARG00000093656	ENSDART00000114587		ZNF8 (2 of 5)
ENSDARG00000091883	ENSDART00000144155	Dr.7110.1.S1_at	
ENSDARG00000005675	ENSDART00000049425	Dr.256.1.S1_at	
ENSDARG00000005675	ENSDART00000143910	Dr.256.1.S1_at	
ENSDARG00000037002	ENSDART00000139636	Dr.5926.1.A1_at	
ENSDARG00000037002	ENSDART00000053780	Dr.17319.1.A1_at	
ENSDARG00000037002	ENSDART00000130013	Dr.5926.1.A1_at	
ENSDARG00000037002	ENSDART00000075160	Dr.5926.1.A1_at	
ENSDARG00000037002	ENSDART00000137071	Dr.17319.1.A1_at	
ENSDARG00000094692	ENSDART00000145343		
ENSDARG00000087562	ENSDART00000129549		
ENSDARG00000074539	ENSDART00000111865		
ENSDARG00000095497	ENSDART00000135573		ZNF8 (1 of 5)
ENSDARG00000014059	ENSDART00000138242		
ENSDARG00000014059	ENSDART00000020610		
ENSDARG00000090759	ENSDART00000121596		
ENSDARG00000009133	ENSDART00000044971	Dr.13613.1.A1_at	
ENSDARG00000068137	ENSDART00000149444		
ENSDARG00000068137	ENSDART00000098342		
ENSDARG00000028628	ENSDART00000047082		
ENSDARG00000092327	ENSDART00000144385	Dr.15751.1.A1_at	ZNF8 (5 of 5)
ENSDARG00000086130	ENSDART00000127767		
ENSDARG00000030781	ENSDART00000014669	Dr.21501.1.A1_at	
ENSDARG00000030781	ENSDART00000137686	Dr.21501.1.A1_at	
ENSDARG00000030781	ENSDART00000130138	Dr.21501.1.A1_at	
ENSDARG00000030781	ENSDART00000138138		
ENSDARG00000030781	ENSDART00000135240		
ENSDARG00000030781	ENSDART00000147266		
ENSDARG00000095283	ENSDART00000140442		ZNF8 (3 of 5)
ENSDARG00000087265	ENSDART00000128216	Dr.15603.1.A1_at	
ENSDARG00000079329	ENSDART00000113609		
ENSDARG00000079329	ENSDART00000140544		
ENSDARG00000079329	ENSDART00000141066		
ENSDARG00000041600	ENSDART00000060978	Dr.22632.1.A1_at	
ENSDARG00000009738	ENSDART00000017833		
ENSDARG00000009738	ENSDART00000135314		
ENSDARG00000009738	ENSDART00000123749		
ENSDARG00000070299	ENSDART00000103025		
ENSDARG00000088523	ENSDART00000122008		
ENSDARG00000079263	ENSDART00000136455	Dr.850.1.A1_at	ZNF8 (4 of 5)
ENSDARG00000079263	ENSDART00000082363	Dr.850.1.A1_at	ZNF8 (4 of 5)
ENSDARG00000088142	ENSDART00000126434		
ENSDARG00000092450	ENSDART00000044592		
ENSDARG00000015997	ENSDART00000011004		
ENSDARG00000015997	ENSDART00000141141		
ENSDARG00000015997	ENSDART00000142369		
ENSDARG00000016368	ENSDART00000017770		
ENSDARG00000024124	ENSDART00000043774	Dr.7890.1.A1_at	C22H1orf55
ENSDARG00000024124	ENSDART00000043774	Dr.26533.1.A1_at	C22H1orf55
ENSDARG00000024124	ENSDART00000125491	Dr.7890.1.A1_at	C22H1orf55
ENSDARG00000024124	ENSDART00000125491	Dr.26533.1.A1_at	C22H1orf55
ENSDARG00000088616	ENSDART00000128257		
ENSDARG00000031161	ENSDART00000103169		
ENSDARG00000095028	ENSDART00000132061	Dr.7110.1.S1_at	
ENSDARG00000090532	ENSDART00000129158		
ENSDARG00000074235	ENSDART00000115360		
ENSDARG00000052856	ENSDART00000125633	Dr.18282.1.S1_a_at	
ENSDARG00000052856	ENSDART00000125633	Dr.18282.7.S1_a_at	
ENSDARG00000052856	ENSDART00000074787	Dr.18282.4.A1_at	
ENSDARG00000052856	ENSDART00000074787	Dr.18282.1.S1_a_at	
ENSDARG00000088000	ENSDART00000121774		
ENSDARG00000090160	ENSDART00000125989		
ENSDARG00000095200	ENSDART00000134807		
ENSDARG00000095200	ENSDART00000146358		
ENSDARG00000006281	ENSDART00000148622		
ENSDARG00000006281	ENSDART00000004854		
ENSDARG00000035791	ENSDART00000150237		
ENSDARG00000035791	ENSDART00000043087		
ENSDARG00000075929	ENSDART00000134759		
ENSDARG00000075929	ENSDART00000113705		
ENSDARG00000068507	ENSDART00000145404	Dr.14667.1.S1_at	
ENSDARG00000068507	ENSDART00000099092	Dr.14667.1.S1_at	
ENSDARG00000020771	ENSDART00000015827	DrAffx.1.4.S1_at	
ENSDARG00000020771	ENSDART00000143787		
ENSDARG00000008310	ENSDART00000002501	Dr.24232.1.A1_at	
ENSDARG00000008310	ENSDART00000132936	Dr.24232.1.A1_at	
ENSDARG00000008310	ENSDART00000144073	Dr.24232.1.A1_at	
ENSDARG00000008310	ENSDART00000138923		
ENSDARG00000090022	ENSDART00000128164	Dr.6117.1.S1_at	
ENSDARG00000093989	ENSDART00000147663		
ENSDARG00000034117	ENSDART00000129222		
ENSDARG00000034117	ENSDART00000143935		
ENSDARG00000034117	ENSDART00000103158	Dr.23544.1.S1_s_at	
ENSDARG00000034117	ENSDART00000103158	Dr.194.1.S1_at	
ENSDARG00000034117	ENSDART00000049551	Dr.23544.1.S1_s_at	
ENSDARG00000034117	ENSDART00000049551	Dr.194.1.S1_at	
ENSDARG00000027738	ENSDART00000102726		
ENSDARG00000027738	ENSDART00000145356		
ENSDARG00000027738	ENSDART00000125579	Dr.2343.1.A1_at	
ENSDARG00000076246	ENSDART00000111081		
ENSDARG00000076246	ENSDART00000135402		
ENSDARG00000091561	ENSDART00000129216		
ENSDARG00000040666	ENSDART00000059549	Dr.4123.1.S1_at	
ENSDARG00000040666	ENSDART00000133549	Dr.4123.1.S1_at	
ENSDARG00000040666	ENSDART00000133060	Dr.4123.1.S1_at	
ENSDARG00000040666	ENSDART00000145223	Dr.4123.1.S1_at	
ENSDARG00000024548	ENSDART00000046172	Dr.15802.2.S1_a_at	
ENSDARG00000076171	ENSDART00000037516		
ENSDARG00000088961	ENSDART00000121664		
ENSDARG00000091062	ENSDART00000110827		
ENSDARG00000093478	ENSDART00000143788		
ENSDARG00000089179	ENSDART00000140833		
ENSDARG00000089179	ENSDART00000123157		
ENSDARG00000094765	ENSDART00000138543	Dr.7110.1.S1_at	
ENSDARG00000024371	ENSDART00000147057	Dr.6007.1.S1_at	
ENSDARG00000024371	ENSDART00000097719	Dr.6007.1.S1_at	
ENSDARG00000060435	ENSDART00000085143		
ENSDARG00000060435	ENSDART00000143429		
ENSDARG00000095755	ENSDART00000139057		
ENSDARG00000060235	ENSDART00000150226		
ENSDARG00000060235	ENSDART00000084667		
ENSDARG00000036695	ENSDART00000103150	Dr.10981.1.A1_at	
ENSDARG00000036695	ENSDART00000129574		
ENSDARG00000036995	ENSDART00000053773	Dr.14685.1.S1_at	
ENSDARG00000036995	ENSDART00000147458	Dr.14685.1.S1_at	
ENSDARG00000093946	ENSDART00000102723	Dr.2343.1.A1_at	
ENSDARG00000010280	ENSDART00000137955		CLASP1 (1 of 2)
ENSDARG00000010280	ENSDART00000102445		CLASP1 (1 of 2)
ENSDARG00000010280	ENSDART00000142853		CLASP1 (1 of 2)
ENSDARG00000010280	ENSDART00000131334		CLASP1 (1 of 2)
ENSDARG00000093424	ENSDART00000140348		
ENSDARG00000091477	ENSDART00000128867		
ENSDARG00000070151	ENSDART00000102708		
ENSDARG00000087743	ENSDART00000116742		
ENSDARG00000094888	ENSDART00000142456		
ENSDARG00000091955	ENSDART00000140590		
ENSDARG00000023724	ENSDART00000130403	Dr.844.1.S1_at	
ENSDARG00000023724	ENSDART00000031895	Dr.844.1.S1_at	
ENSDARG00000093650	ENSDART00000149876		
ENSDARG00000093650	ENSDART00000148975		
ENSDARG00000093650	ENSDART00000149616		
ENSDARG00000093650	ENSDART00000148467		
ENSDARG00000093650	ENSDART00000148560		
ENSDARG00000093650	ENSDART00000144631		
ENSDARG00000093650	ENSDART00000150203		
ENSDARG00000093650	ENSDART00000149845		
ENSDARG00000093650	ENSDART00000149203		
ENSDARG00000087442	ENSDART00000129860	Dr.18257.2.S1_at	
ENSDARG00000088375	ENSDART00000125943	Dr.6117.1.S1_at	
ENSDARG00000027963	ENSDART00000036301		CAMKV (1 of 2)
ENSDARG00000086690	ENSDART00000128601		
ENSDARG00000077060	ENSDART00000097273		RBM6
ENSDARG00000094148	ENSDART00000132289		
ENSDARG00000041538	ENSDART00000060898	Dr.14825.1.S1_at	MRPS28
ENSDARG00000011163	ENSDART00000046498	Dr.18925.1.A1_at	
ENSDARG00000011163	ENSDART00000129191	Dr.18925.1.A1_at	
ENSDARG00000070353	ENSDART00000103149	Dr.15286.1.A1_at	
ENSDARG00000053799	ENSDART00000075901		
ENSDARG00000089490	ENSDART00000129915		
ENSDARG00000052748	ENSDART00000105099		CAPN11 (2 of 2)
ENSDARG00000077346	ENSDART00000115003		
ENSDARG00000023991	ENSDART00000038526		
ENSDARG00000070150	ENSDART00000131574	Dr.25591.1.A1_at	JTB
ENSDARG00000070150	ENSDART00000131574	Dr.17471.1.S1_at	JTB
ENSDARG00000070150	ENSDART00000135436	Dr.25591.1.A1_at	JTB
ENSDARG00000070150	ENSDART00000135436	Dr.17471.1.S1_at	JTB
ENSDARG00000070150	ENSDART00000102704	Dr.25591.1.A1_at	JTB
ENSDARG00000070150	ENSDART00000102704	Dr.17471.1.S1_at	JTB
ENSDARG00000070150	ENSDART00000102702	Dr.25591.1.A1_at	JTB
ENSDARG00000070150	ENSDART00000102702	Dr.17471.1.S1_at	JTB
ENSDARG00000070150	ENSDART00000102698	Dr.25591.1.A1_at	JTB
ENSDARG00000070150	ENSDART00000102698	Dr.17471.1.S1_at	JTB
ENSDARG00000086394	ENSDART00000122196		RNF166 (2 of 2)
ENSDARG00000070352	ENSDART00000103147	Dr.1006.1.A1_at	
ENSDARG00000094295	ENSDART00000142984		
ENSDARG00000094295	ENSDART00000131248		
ENSDARG00000026048	ENSDART00000035400	Dr.15438.1.A1_at	
ENSDARG00000054344	ENSDART00000135008		
ENSDARG00000054344	ENSDART00000076528		
ENSDARG00000054344	ENSDART00000142885		
ENSDARG00000054344	ENSDART00000121941		
ENSDARG00000094902	ENSDART00000132071		
ENSDARG00000093994	ENSDART00000143854		
ENSDARG00000093994	ENSDART00000138657		
ENSDARG00000070351	ENSDART00000133760	Dr.19204.1.A1_at	
ENSDARG00000070351	ENSDART00000133760	Dr.5732.1.S1_at	
ENSDARG00000070351	ENSDART00000103146	Dr.19204.1.A1_at	
ENSDARG00000070351	ENSDART00000103146	Dr.5732.1.S1_at	
ENSDARG00000024829	ENSDART00000077178	Dr.20167.1.S1_at	
ENSDARG00000024829	ENSDART00000029006	Dr.20167.1.S1_at	
ENSDARG00000024829	ENSDART00000125298	Dr.20167.1.S1_at	
ENSDARG00000024829	ENSDART00000123700	Dr.20167.1.S1_at	
ENSDARG00000024829	ENSDART00000136312		
ENSDARG00000094034	ENSDART00000141609		
ENSDARG00000035796	ENSDART00000148642		
ENSDARG00000035796	ENSDART00000002834		
